"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","CCN_3","CCA_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
1,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",1,"C<U+1EA9>m L<U+1EC7>",1,"Hòa Phát",NA,"","Commune","Commune","",""
2,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",1,"C<U+1EA9>m L<U+1EC7>",2,"Hòa Xuân",NA,"","Commune","Commune","",""
3,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",1,"C<U+1EA9>m L<U+1EC7>",3,"Khuê Trung",NA,"","Ward","Ward","",""
4,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",2,"H<U+1EA3>i Châu",4,"Bình Hiên",NA,"","Ward","Ward","",""
5,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",2,"H<U+1EA3>i Châu",5,"Bình Thu<U+1EAD>n",NA,"","Ward","Ward","",""
6,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",2,"H<U+1EA3>i Châu",6,"Hòa Cu<U+1EDD>ng B<U+1EAF>c",NA,"","Ward","Ward","",""
7,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",2,"H<U+1EA3>i Châu",7,"Hòa Cu<U+1EDD>ng Nam",NA,"","Ward","Ward","",""
8,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",2,"H<U+1EA3>i Châu",8,"Hòa Thu<U+1EAD>n Ðông",NA,"","Ward","Ward","",""
9,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",2,"H<U+1EA3>i Châu",9,"Hòa Thu<U+1EAD>n Tây",NA,"","Ward","Ward","",""
10,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",2,"H<U+1EA3>i Châu",10,"H<U+1EA3>i Châu 1",NA,"","Ward","Ward","",""
11,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",2,"H<U+1EA3>i Châu",11,"H<U+1EA3>i Châu 2",NA,"","Ward","Ward","",""
12,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",2,"H<U+1EA3>i Châu",12,"Nam Duong",NA,"","Ward","Ward","",""
13,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",2,"H<U+1EA3>i Châu",13,"Phu<U+1EDB>c Ninh",NA,"","Ward","Ward","",""
14,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",2,"H<U+1EA3>i Châu",14,"Thánh Bình",NA,"","Ward","Ward","",""
15,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",2,"H<U+1EA3>i Châu",15,"Th<U+1EA1>ch Th<U+1EAF>ng",NA,"","Ward","Ward","",""
16,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",2,"H<U+1EA3>i Châu",16,"Thu<U+1EAD>n Phu<U+1EDB>c",NA,"","Ward","Ward","",""
17,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",3,"Hoà Vang",17,"Hòa B<U+1EAF>c",NA,"","Commune","Commune","",""
18,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",3,"Hoà Vang",18,"Hòa Châu",NA,"","Commune","Commune","",""
19,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",3,"Hoà Vang",19,"Hòa Khuong",NA,"","Commune","Commune","",""
20,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",3,"Hoà Vang",20,"Hòa Liên",NA,"","Commune","Commune","",""
21,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",3,"Hoà Vang",21,"Hòa Nhon",NA,"","Commune","Commune","",""
22,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",3,"Hoà Vang",22,"Hòa Ninh",NA,"","Commune","Commune","",""
23,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",3,"Hoà Vang",23,"Hòa Phu<U+1EDB>c",NA,"","Commune","Commune","",""
24,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",3,"Hoà Vang",24,"Hòa Phú",NA,"","Commune","Commune","",""
25,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",3,"Hoà Vang",25,"Hòa Phong",NA,"","Commune","Commune","",""
26,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",3,"Hoà Vang",26,"Hòa Son",NA,"","Commune","Commune","",""
27,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",3,"Hoà Vang",27,"Hòa Ti<U+1EBF>n",NA,"","Commune","Commune","",""
28,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",3,"Hoà Vang",28,"Hoµ Thä",NA,"","Commune","Commune","",""
29,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",4,"Liên Chi<U+1EC3>u",29,"Hòa Hiêp B<U+1EAF>c",NA,"","Ward","Ward","",""
30,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",4,"Liên Chi<U+1EC3>u",30,"Hòa Hiêp Nam",NA,"","Ward","Ward","",""
31,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",4,"Liên Chi<U+1EC3>u",31,"Hòa Khành B<U+1EAF>c",NA,"","Ward","Ward","",""
32,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",4,"Liên Chi<U+1EC3>u",32,"Hòa Khành Nam",NA,"","Ward","Ward","",""
33,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",4,"Liên Chi<U+1EC3>u",33,"Hòa Minh",NA,"","Ward","Ward","",""
34,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",5,"Ngu Hành Son",34,"B<U+1EAF>c M<U+1EF9> An",NA,"","Ward","Ward","",""
35,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",5,"Ngu Hành Son",35,"Hòa H<U+1EA3>i",NA,"","Ward","Ward","",""
36,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",5,"Ngu Hành Son",36,"Hòa Quy",NA,"","Ward","Ward","",""
37,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",5,"Ngu Hành Son",37,"Khuê M<U+1EF9>",NA,"","Ward","Ward","",""
38,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",6,"Son Trà",38,"An H<U+1EA3>i Ðông",NA,"","Ward","Ward","",""
39,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",6,"Son Trà",39,"An H<U+1EA3>i B<U+1EAF>c",NA,"","Ward","Ward","",""
40,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",6,"Son Trà",40,"An H<U+1EA3>i Tây",NA,"","Ward","Ward","",""
41,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",6,"Son Trà",41,"Mân Thái",NA,"","Ward","Ward","",""
42,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",6,"Son Trà",42,"N¹i Hiên Ðông",NA,"","Ward","Ward","",""
43,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",6,"Son Trà",43,"Phu<U+1EDB>c M<U+1EF9>",NA,"","Ward","Ward","",""
44,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",6,"Son Trà",44,"Thä Quang",NA,"","Ward","Ward","",""
45,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",7,"Thanh Khê",45,"An Khê",NA,"","Ward","Ward","",""
46,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",7,"Thanh Khê",46,"Chính Gián",NA,"","Ward","Ward","",""
47,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",7,"Thanh Khê",47,"Tân Chính",NA,"","Ward","Ward","",""
48,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",7,"Thanh Khê",48,"Tam Thu<U+1EAD>n",NA,"","Ward","Ward","",""
49,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",7,"Thanh Khê",49,"Thánh Léc Ðán",NA,"","Ward","Ward","",""
50,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",7,"Thanh Khê",50,"Th<U+1EA1>c Gián",NA,"","Ward","Ward","",""
51,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",7,"Thanh Khê",51,"Vinh Trung",NA,"","Ward","Ward","",""
52,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",7,"Thanh Khê",52,"Xuân Hà",NA,"","Ward","Ward","",""
53,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",8,"Ð<U+1ECB>nh Quán",53,"Ð<U+1ECB>nh Quán",NA,"","Townlet","Townlet","",""
54,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",8,"Ð<U+1ECB>nh Quán",54,"Gia Canh",NA,"","Commune","Commune","",""
55,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",8,"Ð<U+1ECB>nh Quán",55,"La Ngà",NA,"","Commune","Commune","",""
56,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",8,"Ð<U+1ECB>nh Quán",56,"Ng<U+1ECD>c Ð<U+1ECB>nh",NA,"","Commune","Commune","",""
57,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",8,"Ð<U+1ECB>nh Quán",57,"Phú Cu<U+1EDD>ng",NA,"","Commune","Commune","",""
58,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",8,"Ð<U+1ECB>nh Quán",58,"Phú Hoà",NA,"","Commune","Commune","",""
59,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",8,"Ð<U+1ECB>nh Quán",59,"Phú L<U+1EE3>i",NA,"","Commune","Commune","",""
60,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",8,"Ð<U+1ECB>nh Quán",60,"Phú Ng<U+1ECD>c",NA,"","Commune","Commune","",""
61,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",8,"Ð<U+1ECB>nh Quán",61,"Phú Tân",NA,"","Commune","Commune","",""
62,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",8,"Ð<U+1ECB>nh Quán",62,"Phú Túc",NA,"","Commune","Commune","",""
63,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",8,"Ð<U+1ECB>nh Quán",63,"Phú Vinh",NA,"","Commune","Commune","",""
64,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",8,"Ð<U+1ECB>nh Quán",64,"Su<U+1ED1>i Nho",NA,"","Commune","Commune","",""
65,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",8,"Ð<U+1ECB>nh Quán",65,"Túc Trung",NA,"","Commune","Commune","",""
66,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",8,"Ð<U+1ECB>nh Quán",66,"Thánh Son",NA,"","Commune","Commune","",""
67,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",67,"An Bình",NA,"","Ward","Ward","",""
68,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",68,"B<U+1EED>u Hòa",NA,"","Ward","Ward","",""
69,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",69,"B<U+1EED>u Long",NA,"","Ward","Ward","",""
70,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",70,"Bình Ða",NA,"","Ward","Ward","",""
71,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",71,"H<U+1ED1> Nai",NA,"","Ward","Ward","",""
72,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",72,"Hòa Bình",NA,"","Ward","Ward","",""
73,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",73,"Hóa An",NA,"","Commune","Commune","",""
74,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",74,"Hi<U+1EC7>p Hòa",NA,"","Commune","Commune","",""
75,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",75,"Long Bình Tân",NA,"","Ward","Ward","",""
76,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",76,"Long Bình",NA,"","Ward","Ward","",""
77,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",77,"Quang Vinh",NA,"","Ward","Ward","",""
78,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",78,"Quy<U+1EBF>t Th<U+1EAF>ng",NA,"","Ward","Ward","",""
79,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",79,"Tân Biên",NA,"","Ward","Ward","",""
80,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",80,"Tân Hòa",NA,"","Ward","Ward","",""
81,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",81,"Tân H<U+1EA1>nh",NA,"","Commune","Commune","",""
82,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",82,"Tân Hi<U+1EC7>p",NA,"","Ward","Ward","",""
83,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",83,"Tân Mai",NA,"","Ward","Ward","",""
84,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",84,"Tân Phong",NA,"","Ward","Ward","",""
85,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",85,"Tân Ti<U+1EBF>n",NA,"","Ward","Ward","",""
86,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",86,"Tân V<U+1EA1>n",NA,"","Ward","Ward","",""
87,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",87,"Tam Hòa",NA,"","Ward","Ward","",""
88,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",88,"Tam Hi<U+1EC7>p",NA,"","Ward","Ward","",""
89,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",89,"Thánh Bình",NA,"","Ward","Ward","",""
90,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",90,"Th<U+1ED1>ng Nh<U+1EA5>t",NA,"","Ward","Ward","",""
91,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",91,"Tr<U+1EA3>ng Dài",NA,"","Ward","Ward","",""
92,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",92,"Trung Dung",NA,"","Ward","Ward","",""
93,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",93,"B<U+1EA3>o Bình",NA,"","Commune","Commune","",""
94,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",94,"Lâm San",NA,"","Commune","Commune","",""
95,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",95,"Long Giao",NA,"","Commune","Commune","",""
96,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",96,"Nhân NghÜa",NA,"","Commune","Commune","",""
97,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",97,"Sông Nh¹n",NA,"","Commune","Commune","",""
98,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",98,"Sông Ray",NA,"","Commune","Commune","",""
99,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",99,"Thõa Ð<U+1EE9>c",NA,"","Commune","Commune","",""
100,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",100,"Xuân Ðông",NA,"","Commune","Commune","",""
101,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",101,"Xuân B<U+1EA3>o",NA,"","Commune","Commune","",""
102,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",102,"Xuân Mü",NA,"","Commune","Commune","",""
103,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",103,"Xuân Qu<U+1EBF>",NA,"","Commune","Commune","",""
104,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",104,"Xuân Tây",NA,"","Commune","Commune","",""
105,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",105,"Bàu Sen",NA,"","Commune","Commune","",""
106,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",106,"Bàu Trâm",NA,"","Commune","Commune","",""
107,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",107,"Bình L<U+1ED9>c",NA,"","Commune","Commune","",""
108,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",108,"B<U+1EA3>o Quang",NA,"","Commune","Commune","",""
109,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",109,"B<U+1EA3>o Vinh",NA,"","Commune","Commune","",""
110,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",110,"Hàng Gòn",NA,"","Commune","Commune","",""
111,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",111,"Phú Bình",NA,"","Ward","Ward","",""
112,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",112,"Su<U+1ED1>i Tre",NA,"","Commune","Commune","",""
113,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",113,"Xuân An",NA,"","Ward","Ward","",""
114,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",114,"Xuân Bình",NA,"","Ward","Ward","",""
115,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",115,"Xuân Hòa",NA,"","Ward","Ward","",""
116,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",116,"Xuân L<U+1EAD>p",NA,"","Commune","Commune","",""
117,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",117,"Xuân Tân",NA,"","Commune","Commune","",""
118,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",118,"Xuân Thánh",NA,"","Ward","Ward","",""
119,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",119,"Xuân Trung",NA,"","Ward","Ward","",""
120,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",120,"An Hoà",NA,"","Commune","Commune","",""
121,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",121,"An Phu<U+1EDB>c",NA,"","Commune","Commune","",""
122,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",122,"Bàu C<U+1EA1>n",NA,"","Commune","Commune","",""
123,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",123,"Bình An",NA,"","Commune","Commune","",""
124,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",124,"Bình Son",NA,"","Commune","Commune","",""
125,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",125,"C<U+1EA9>m Ðu<U+1EDD>ng",NA,"","Commune","Commune","",""
126,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",126,"L<U+1ED9>c An",NA,"","Commune","Commune","",""
127,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",127,"Long Ð<U+1EE9>c",NA,"","Commune","Commune","",""
128,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",128,"Long An",NA,"","Commune","Commune","",""
129,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",129,"Long Hung",NA,"","Commune","Commune","",""
130,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",130,"Long Phu<U+1EDB>c",NA,"","Commune","Commune","",""
131,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",131,"Long Thành",NA,"","Townlet","Townlet","",""
132,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",132,"Phu<U+1EDB>c Bình",NA,"","Commune","Commune","",""
133,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",133,"Phu<U+1EDB>c Tân",NA,"","Commune","Commune","",""
134,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",134,"Phu<U+1EDB>c Thái",NA,"","Commune","Commune","",""
135,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",135,"Su<U+1ED1>i Tr<U+1EA7>u",NA,"","Commune","Commune","",""
136,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",136,"Tân Hi<U+1EC7>p",NA,"","Commune","Commune","",""
137,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",137,"Tam An",NA,"","Commune","Commune","",""
138,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",138,"Tam Phu<U+1EDB>c",NA,"","Commune","Commune","",""
139,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",139,"Ð<U+1EA1>i Phu<U+1EDB>c",NA,"","Commune","Commune","",""
140,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",140,"Hi<U+1EC7>p Phu<U+1EDB>c",NA,"","Commune","Commune","",""
141,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",141,"Long Tân",NA,"","Commune","Commune","",""
142,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",142,"Long Th<U+1ECD>",NA,"","Commune","Commune","",""
143,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",143,"Phó Héi",NA,"","Commune","Commune","",""
144,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",144,"Phu<U+1EDB>c An",NA,"","Commune","Commune","",""
145,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",145,"Phu<U+1EDB>c Khánh",NA,"","Commune","Commune","",""
146,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",146,"Phu<U+1EDB>c Thi<U+1EC1>n",NA,"","Commune","Commune","",""
147,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",147,"Phú Ðông",NA,"","Commune","Commune","",""
148,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",148,"Phú H<U+1ED9>i",NA,"","Commune","Commune","",""
149,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",149,"Phú Th<U+1EA1>nh",NA,"","Commune","Commune","",""
150,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",150,"Vinh Thánh",NA,"","Commune","Commune","",""
151,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",151,"d<U+1EAF>ck lua",NA,"","Commune","Commune","",""
152,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",152,"Nam Cát Tiên",NA,"","Commune","Commune","",""
153,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",153,"Núi Tu<U+1EE3>ng",NA,"","Commune","Commune","",""
154,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",154,"Phú Ði<U+1EC1>n",NA,"","Commune","Commune","",""
155,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",155,"Phú An",NA,"","Commune","Commune","",""
156,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",156,"Phú Bình",NA,"","Commune","Commune","",""
157,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",157,"Phú Lâm",NA,"","Commune","Commune","",""
158,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",158,"Phú L<U+1ED9>c",NA,"","Commune","Commune","",""
159,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",159,"Phú L<U+1EAD>p",NA,"","Commune","Commune","",""
160,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",160,"Phú Son",NA,"","Commune","Commune","",""
161,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",161,"Phú Thánh",NA,"","Commune","Commune","",""
162,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",162,"Phú Th<U+1ECB>nh",NA,"","Commune","Commune","",""
163,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",163,"Phú Trung",NA,"","Commune","Commune","",""
164,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",164,"Phú Xuân",NA,"","Commune","Commune","",""
165,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",165,"Tà Lài",NA,"","Commune","Commune","",""
166,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",166,"Tân Phú",NA,"","Townlet","Townlet","",""
167,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",167,"Thánh Son",NA,"","Commune","Commune","",""
168,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",168,"Trà C<U+1ED5>",NA,"","Commune","Commune","",""
169,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",15,"Th<U+1ED1>ng Nh<U+1EA5>t",169,"Bàu Hàm II",NA,"","Commune","Commune","",""
170,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",15,"Th<U+1ED1>ng Nh<U+1EA5>t",170,"Gia Ki<U+1EC7>m",NA,"","Commune","Commune","",""
171,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",15,"Th<U+1ED1>ng Nh<U+1EA5>t",171,"Gia Tân I",NA,"","Commune","Commune","",""
172,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",15,"Th<U+1ED1>ng Nh<U+1EA5>t",172,"Gia Tân II",NA,"","Commune","Commune","",""
173,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",15,"Th<U+1ED1>ng Nh<U+1EA5>t",173,"Gia Tân III",NA,"","Commune","Commune","",""
