"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","HASC_2","CCN_2","CCA_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
632,250,"VNM","Vietnam",58,"Ti<U+1EC1>n Giang",632,"Gò Công Ðông","VN.TG.GD",NA,"","Huy<U+1EC7>n","District","","Go Cong Dong"
633,250,"VNM","Vietnam",58,"Ti<U+1EC1>n Giang",633,"Gò Công Tây","VN.TG.GT",NA,"","Huy<U+1EC7>n","District","","Go Cong Tay"
634,250,"VNM","Vietnam",58,"Ti<U+1EC1>n Giang",634,"Go Cong","VN.TG.GC",NA,"","Thi xa","Township","",""
635,250,"VNM","Vietnam",58,"Ti<U+1EC1>n Giang",635,"M<U+1EF9> Tho","VN.TG.MT",NA,"","Than Pho","City","","My Tho City"
636,250,"VNM","Vietnam",58,"Ti<U+1EC1>n Giang",636,"Tân Phu<U+1EDB>c","VN.TG.TP",NA,"","Huy<U+1EC7>n","District","","Tan Phuoc"
637,250,"VNM","Vietnam",58,"Ti<U+1EC1>n Giang",637,"Tân Phú Ðông","",NA,"","Huy<U+1EC7>n","District","",""
638,250,"VNM","Vietnam",59,"Trà Vinh",638,"Càng Long","VN.TV.CL",NA,"","Huy<U+1EC7>n","District","","Cang Long"
639,250,"VNM","Vietnam",59,"Trà Vinh",639,"C<U+1EA7>u Kè","VN.TV.CK",NA,"","Huy<U+1EC7>n","District","","Cau Ke"
640,250,"VNM","Vietnam",59,"Trà Vinh",640,"C<U+1EA7>u Ngang","VN.TV.CN",NA,"","Huy<U+1EC7>n","District","","Cau Ngang"
641,250,"VNM","Vietnam",59,"Trà Vinh",641,"Châu Thành","VN.TV.CT",NA,"","Huy<U+1EC7>n","District","","Chau Thanh"
642,250,"VNM","Vietnam",59,"Trà Vinh",642,"Duyên H<U+1EA3>i","VN.TV.DH",NA,"","Huy<U+1EC7>n","District","","Duyen Hai"
643,250,"VNM","Vietnam",59,"Trà Vinh",643,"Ti<U+1EC3>u C<U+1EA7>n","VN.TV.TI",NA,"","Huy<U+1EC7>n","District","","Tieu Can"
644,250,"VNM","Vietnam",59,"Trà Vinh",644,"Trà Cú","VN.TV.TU",NA,"","Huy<U+1EC7>n","District","","Tra Cu"
645,250,"VNM","Vietnam",59,"Trà Vinh",645,"Trà Vinh","VN.TV.TV",NA,"","Thi xa","Township","","Tra Vinh"
646,250,"VNM","Vietnam",60,"Tuyên Quang",646,"Chiêm Hoá","VN.TQ.CH",NA,"","Huy<U+1EC7>n","District","","Chiem Hoa"
647,250,"VNM","Vietnam",60,"Tuyên Quang",647,"Hàm Yên","VN.TQ.HY",NA,"","Huy<U+1EC7>n","District","","Ham Yen"
648,250,"VNM","Vietnam",60,"Tuyên Quang",648,"Nà Hang","VN.TQ.NH",NA,"","Huy<U+1EC7>n","District","","Na Hang"
649,250,"VNM","Vietnam",60,"Tuyên Quang",649,"Son Duong","VN.TQ.SD",NA,"","Huy<U+1EC7>n","District","","Son Duong"
650,250,"VNM","Vietnam",60,"Tuyên Quang",650,"Tuyên Quang","VN.TQ.TQ",NA,"","Thi xa","Township","","Tuyen Quang"
651,250,"VNM","Vietnam",60,"Tuyên Quang",651,"Yên Son","VN.TQ.YS",NA,"","Huy<U+1EC7>n","District","","Yen Son"
652,250,"VNM","Vietnam",61,"Vinh Long",652,"Bình Minh","VN.VL.BM",NA,"","Huy<U+1EC7>n","District","","Binh Minh"
653,250,"VNM","Vietnam",61,"Vinh Long",653,"Bình Tân","",NA,"","Huy<U+1EC7>n","District","",""
654,250,"VNM","Vietnam",61,"Vinh Long",654,"Long H<U+1ED3>","VN.VL.LH",NA,"","Huy<U+1EC7>n","District","","Long Ho"
655,250,"VNM","Vietnam",61,"Vinh Long",655,"Mang Thít","VN.VL.MT",NA,"","Huy<U+1EC7>n","District","","Mang Thit"
656,250,"VNM","Vietnam",61,"Vinh Long",656,"Tam Bình","VN.VL.TB",NA,"","Huy<U+1EC7>n","District","","Tam Binh"
657,250,"VNM","Vietnam",61,"Vinh Long",657,"Trà Ôn","VN.VL.TO",NA,"","Huy<U+1EC7>n","District","","Tra on"
658,250,"VNM","Vietnam",61,"Vinh Long",658,"Vung Liêm","VN.VL.VU",NA,"","Huy<U+1EC7>n","District","","Vung Liem"
659,250,"VNM","Vietnam",61,"Vinh Long",659,"Vinh Long","VN.VL.VL",NA,"","Thi xa","Township","","Vinh Long"
660,250,"VNM","Vietnam",62,"Vinh Phúc",660,"Bình Xuyên","VN.VC.BX",NA,"","Huy<U+1EC7>n","District","","Binh Xuyen"
661,250,"VNM","Vietnam",62,"Vinh Phúc",661,"L<U+1EAD>p Th<U+1EA1>ch","VN.VC.LT",NA,"","Huy<U+1EC7>n","District","","Lap Thach"
662,250,"VNM","Vietnam",62,"Vinh Phúc",662,"Mê Linh","VN.VC.ML",NA,"","Huy<U+1EC7>n","District","","Me Linh"
663,250,"VNM","Vietnam",62,"Vinh Phúc",663,"Phúc Yên","VN.VC.PY",NA,"","Thi xa","Township","","Phuc Yen"
664,250,"VNM","Vietnam",62,"Vinh Phúc",664,"Tam Ðu<U+1EDD>ng","VN.VC.TU",NA,"","Huy<U+1EC7>n","District","","Tam Duong"
665,250,"VNM","Vietnam",62,"Vinh Phúc",665,"Tam Ð<U+1EA3>o","VN.VC.TA",NA,"","Huy<U+1EC7>n","District","",""
666,250,"VNM","Vietnam",62,"Vinh Phúc",666,"Tam Dao","VN.VC.TA",NA,"","Huy<U+1EC7>n","District","",""
667,250,"VNM","Vietnam",62,"Vinh Phúc",667,"Vinh Tu<U+1EDD>ng","VN.VC.VT",NA,"","Huy<U+1EC7>n","District","","Vinh Tuong"
668,250,"VNM","Vietnam",62,"Vinh Phúc",668,"Vinh Yên","VN.VC.VY",NA,"","Thi xa","Township","","Vinh Yen"
669,250,"VNM","Vietnam",62,"Vinh Phúc",669,"Yên L<U+1EA1>c","VN.VC.YL",NA,"","Huy<U+1EC7>n","District","","Yen Lac"
670,250,"VNM","Vietnam",63,"Yên Bái",670,"L<U+1EE5>c Yên","VN.YB.LY",NA,"","Huy<U+1EC7>n","District","","Luc Yen"
671,250,"VNM","Vietnam",63,"Yên Bái",671,"Mù Cang Trai","VN.YB.MC",NA,"","Huy<U+1EC7>n","District","","Mu Cang Chai"
672,250,"VNM","Vietnam",63,"Yên Bái",672,"Nghia L<U+1ED9>","VN.YB.NL",NA,"","Thi xa","Township","","Nghia Lo"
673,250,"VNM","Vietnam",63,"Yên Bái",673,"Tr<U+1EA1>m T<U+1EA5>u","VN.YB.TT",NA,"","Huy<U+1EC7>n","District","","Tram Tau"
674,250,"VNM","Vietnam",63,"Yên Bái",674,"Tr<U+1EA5>n Yên","VN.YB.TY",NA,"","Huy<U+1EC7>n","District","","Tran Yen"
675,250,"VNM","Vietnam",63,"Yên Bái",675,"Van Ch<U+1EA5>n","VN.YB.VC",NA,"","Huy<U+1EC7>n","District","",""
676,250,"VNM","Vietnam",63,"Yên Bái",676,"Van Yên","VN.YB.VY",NA,"","Huy<U+1EC7>n","District","","Van Yen"
677,250,"VNM","Vietnam",63,"Yên Bái",677,"Yên Bái","VN.YB.YB",NA,"","Huy<U+1EC7>n","District","","Yen Bai"
678,250,"VNM","Vietnam",63,"Yên Bái",678,"Yên Bình","#N/A",NA,"","Huy<U+1EC7>n","District","","Yen Binh"
