"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","HASC_2","CCN_2","CCA_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
1,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",1,"C<U+1EA9>m L<U+1EC7>","VN.DA.CL",NA,"","Qu<U+1EAD>n","Urban District","","Cam Le"
2,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",2,"H<U+1EA3>i Châu","VN.DA.HC",NA,"","Huy<U+1EC7>n","District","","Hai Chau"
3,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",3,"Hoà Vang","VN.DA.HV",NA,"","Huy<U+1EC7>n","District","","Hoa Vang"
4,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",4,"Liên Chi<U+1EC3>u","VN.DA.LC",NA,"","Huy<U+1EC7>n","District","","Lien Chieu"
5,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",5,"Ngu Hành Son","VN.DA.NH",NA,"","Huy<U+1EC7>n","District","","Ngu Hanh Son"
6,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",6,"Son Trà","VN.DA.ST",NA,"","Huy<U+1EC7>n","District","","Son Tra"
7,250,"VNM","Vietnam",1,"Ðà N<U+1EB5>ng",7,"Thanh Khê","VN.DA.TK",NA,"","Huy<U+1EC7>n","District","","Thanh Khe"
8,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",8,"Ð<U+1ECB>nh Quán","VN.DN.DQ",NA,"","Huy<U+1EC7>n","District","","Dinh Quan"
9,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa","VN.DN.BH",NA,"","Than Pho","City","",""
10,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>","VN.DN.CM",NA,"","Huy<U+1EC7>n","District","",""
11,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh","VN.DN.LK",NA,"","Huy<U+1EC7>n","District","","Long Khanh"
12,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành","VN.DN.LT",NA,"","Huy<U+1EC7>n","District","","Long Thanh"
13,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch","VN.DN.NT",NA,"","Huy<U+1EC7>n","District","","Nhon Trach"
14,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú","VN.DN.TP",NA,"","Huy<U+1EC7>n","District","","Tan Phu"
15,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",15,"Th<U+1ED1>ng Nh<U+1EA5>t","VN.DN.TN",NA,"","Huy<U+1EC7>n","District","","Thong Nhat"
16,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",16,"Tr<U+1EA3>ng Bom","VN.DN.TB",NA,"","Huy<U+1EC7>n","District","","Trang Bom"
17,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",17,"Vinh C<U+1EED>u","VN.DN.VC",NA,"","Huy<U+1EC7>n","District","","Vinh Cuu"
18,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",18,"Xuân L<U+1ED9>c","VN.DN.XL",NA,"","Huy<U+1EC7>n","District","","Xuan Loc"
19,250,"VNM","Vietnam",3,"Ð<U+1ED3>ng Tháp",19,"Cao Lãnh","VN.DT.CH",NA,"","Huy<U+1EC7>n","District","","Cao Lanh"
20,250,"VNM","Vietnam",3,"Ð<U+1ED3>ng Tháp",20,"Cao Lanh","VN.DT.CH",NA,"","Huy<U+1EC7>n","District","",""
21,250,"VNM","Vietnam",3,"Ð<U+1ED3>ng Tháp",21,"Châu Thành","VN.DT.CT",NA,"","Huy<U+1EC7>n","District","","Chau Thanh"
22,250,"VNM","Vietnam",3,"Ð<U+1ED3>ng Tháp",22,"H<U+1ED3>ng Ng<U+1EF1>","VN.DT.HN",NA,"","Huy<U+1EC7>n","District","","Hong Ngu"
23,250,"VNM","Vietnam",3,"Ð<U+1ED3>ng Tháp",23,"Lai Vung","VN.DT.LV",NA,"","Huy<U+1EC7>n","District","","Lai Vung"
24,250,"VNM","Vietnam",3,"Ð<U+1ED3>ng Tháp",24,"L<U+1EA5>p Vò","VN.DT.LP",NA,"","Huy<U+1EC7>n","District","","Lap Vo"
25,250,"VNM","Vietnam",3,"Ð<U+1ED3>ng Tháp",25,"Sa Ðéc","VN.DT.SD",NA,"","Thi xa","Township","","Sa Dec"
26,250,"VNM","Vietnam",3,"Ð<U+1ED3>ng Tháp",26,"Tân H<U+1ED3>ng","VN.DT.TH",NA,"","Huy<U+1EC7>n","District","","Tan Hong"
27,250,"VNM","Vietnam",3,"Ð<U+1ED3>ng Tháp",27,"Tam Nông","VN.DT.TN",NA,"","Huy<U+1EC7>n","District","","Tam Nong"
28,250,"VNM","Vietnam",3,"Ð<U+1ED3>ng Tháp",28,"Tháp Mu<U+1EDD>i","VN.DT.TM",NA,"","Huy<U+1EC7>n","District","","Thap Muoi"
29,250,"VNM","Vietnam",3,"Ð<U+1ED3>ng Tháp",29,"Thanh Bình","VN.DT.TB",NA,"","Huy<U+1EC7>n","District","","Thanh Binh"
30,250,"VNM","Vietnam",4,"Ðak Nông",30,"Ðak Glong","",NA,"","Huy<U+1EC7>n","District","",""
31,250,"VNM","Vietnam",4,"Ðak Nông",31,"Ðak Mil","VN.DO.DM",NA,"","Huy<U+1EC7>n","District","","Dak Mil"
32,250,"VNM","Vietnam",4,"Ðak Nông",32,"Ðak R'L<U+1EA5>p","VN.DO.DR",NA,"","Huy<U+1EC7>n","District","","Dak Rlap"
33,250,"VNM","Vietnam",4,"Ðak Nông",33,"Cu Jút","VN.DO.CJ",NA,"","Huy<U+1EC7>n","District","","Cu Jut"
34,250,"VNM","Vietnam",4,"Ðak Nông",34,"Dak Song","VN.DO.DS",NA,"","Huy<U+1EC7>n","District","",""
35,250,"VNM","Vietnam",4,"Ðak Nông",35,"Krông Nô","VN.DO.KN",NA,"","Huy<U+1EC7>n","District","","Krong No"
36,250,"VNM","Vietnam",4,"Ðak Nông",36,"Tuy Ð<U+1EE9>c","",NA,"","Huy<U+1EC7>n","District","",""
37,250,"VNM","Vietnam",5,"Ð<U+1EAF>k L<U+1EAF>k",37,"Buôn Ðôn","VN.DC.BD",NA,"","Huy<U+1EC7>n","District","","Buon Don"
38,250,"VNM","Vietnam",5,"Ð<U+1EAF>k L<U+1EAF>k",38,"Buon Ma Thuot","VN.DC.BM",NA,"","Than Pho","City","",""
39,250,"VNM","Vietnam",5,"Ð<U+1EAF>k L<U+1EAF>k",39,"Cu M'gar","VN.DC.CM",NA,"","Huy<U+1EC7>n","District","","Cu M'gar"
40,250,"VNM","Vietnam",5,"Ð<U+1EAF>k L<U+1EAF>k",40,"Ea H'leo","VN.DC.EH",NA,"","Huy<U+1EC7>n","District","","Ea H'leo"
41,250,"VNM","Vietnam",5,"Ð<U+1EAF>k L<U+1EAF>k",41,"Ea Kar","VN.DC.EK",NA,"","Huy<U+1EC7>n","District","",""
42,250,"VNM","Vietnam",5,"Ð<U+1EAF>k L<U+1EAF>k",42,"Ea Súp","VN.DC.ES",NA,"","Huy<U+1EC7>n","District","","Ea Sup"
43,250,"VNM","Vietnam",5,"Ð<U+1EAF>k L<U+1EAF>k",43,"Krông Ana","VN.DC.KA",NA,"","Huy<U+1EC7>n","District","","Krong Ana"
44,250,"VNM","Vietnam",5,"Ð<U+1EAF>k L<U+1EAF>k",44,"Krông Bông","VN.DC.KB",NA,"","Huy<U+1EC7>n","District","","Krong Bong"
45,250,"VNM","Vietnam",5,"Ð<U+1EAF>k L<U+1EAF>k",45,"Krông Buk","VN.DC.KK",NA,"","Huy<U+1EC7>n","District","","Krong Buk"
46,250,"VNM","Vietnam",5,"Ð<U+1EAF>k L<U+1EAF>k",46,"Krông Nang","VN.DC.KN",NA,"","Huy<U+1EC7>n","District","","Krong Nang"
47,250,"VNM","Vietnam",5,"Ð<U+1EAF>k L<U+1EAF>k",47,"Krông P<U+1EAF>k","VN.DC.KP",NA,"","Huy<U+1EC7>n","District","","Krong Pac |Krong Pak"
48,250,"VNM","Vietnam",5,"Ð<U+1EAF>k L<U+1EAF>k",48,"Lak","VN.DC.LA",NA,"","Huy<U+1EC7>n","District","","Lak"
49,250,"VNM","Vietnam",5,"Ð<U+1EAF>k L<U+1EAF>k",49,"M'Ðrak","VN.DC.MD",NA,"","Huy<U+1EC7>n","District","","M'Drak"
50,250,"VNM","Vietnam",6,"Ði<U+1EC7>n Biên",50,"Ði<U+1EC7>n Biên Ðông","VN.DB.DD",NA,"","Huy<U+1EC7>n","District","","Dien Bien Dong"
51,250,"VNM","Vietnam",6,"Ði<U+1EC7>n Biên",51,"Ði<U+1EC7>n Biên","VN.DB.DB",NA,"","Huy<U+1EC7>n","District","","Dien Bien"
52,250,"VNM","Vietnam",6,"Ði<U+1EC7>n Biên",52,"Ðiên Biên Ph<U+1EE7>","VN.DB.DP ",NA,"","Than Pho","City","","Dien Bien Phu"
53,250,"VNM","Vietnam",6,"Ði<U+1EC7>n Biên",53,"Mu<U+1EDD>ng Chà","VN.DB.MC",NA,"","Huy<U+1EC7>n","District","","Muong Cha"
54,250,"VNM","Vietnam",6,"Ði<U+1EC7>n Biên",54,"Mu<U+1EDD>ng Lay","VN.DB.ML",NA,"","Thi xa","Township","","Muong Lay"
55,250,"VNM","Vietnam",6,"Ði<U+1EC7>n Biên",55,"Mu<U+1EDD>ng Nhé","VN.DB.MN",NA,"","Huy<U+1EC7>n","District","","My Tho"
56,250,"VNM","Vietnam",6,"Ði<U+1EC7>n Biên",56,"T<U+1EE7>a Chùa","VN.DB.TC",NA,"","Huy<U+1EC7>n","District","","Tua Chua"
57,250,"VNM","Vietnam",6,"Ði<U+1EC7>n Biên",57,"Tu<U+1EA7>n Giáo","VN.DB.TG",NA,"","Huy<U+1EC7>n","District","","Tuan Giao"
58,250,"VNM","Vietnam",7,"An Giang",58,"An Phú","VN.AG.AP",NA,"","Huy<U+1EC7>n","District","","An Phu"
59,250,"VNM","Vietnam",7,"An Giang",59,"Châu Phú","VN.AG.CP",NA,"","Huy<U+1EC7>n","District","","Chau Phu"
60,250,"VNM","Vietnam",7,"An Giang",60,"Châu Thành","VN.AG.CT",NA,"","Huy<U+1EC7>n","District","","Chau Thanh"
61,250,"VNM","Vietnam",7,"An Giang",61,"Ch<U+1EE3> M<U+1EDB>i","VN.AG.CM",NA,"","Huy<U+1EC7>n","District","","Cho Moi"
62,250,"VNM","Vietnam",7,"An Giang",62,"Chau Doc","VN.AG.CD",NA,"","Thi xa","Township","",""
63,250,"VNM","Vietnam",7,"An Giang",63,"Long Xuyen Township","VN.AG.LX",NA,"","Than Pho","City","","Long Xuyen"
64,250,"VNM","Vietnam",7,"An Giang",64,"Phú Tân","VN.AG.PT",NA,"","Huy<U+1EC7>n","District","","Phu Tan"
65,250,"VNM","Vietnam",7,"An Giang",65,"Tân Châu","VN.AG.TC",NA,"","Huy<U+1EC7>n","District","","Tan Chau"
66,250,"VNM","Vietnam",7,"An Giang",66,"T<U+1ECB>nh Biên","VN.AG.TB",NA,"","Huy<U+1EC7>n","District","","Tinh Bien"
67,250,"VNM","Vietnam",7,"An Giang",67,"Tho<U+1EA1>i Son","VN.AG.TS",NA,"","Huy<U+1EC7>n","District","","Thoai Son"
68,250,"VNM","Vietnam",7,"An Giang",68,"Tri Tôn","VN.AG.TT",NA,"","Huy<U+1EC7>n","District","","Tri Ton"
69,250,"VNM","Vietnam",8,"Bà R<U+1ECB>a - Vung Tàu",69,"Ð<U+1EA5>t Ð<U+1ECF>","VN.BV.DD",NA,"","Huy<U+1EC7>n","District","","Dat Do"
70,250,"VNM","Vietnam",8,"Bà R<U+1ECB>a - Vung Tàu",70,"Ba Ria","VN.BV.BR",NA,"","Thi xa","Township","",""
71,250,"VNM","Vietnam",8,"Bà R<U+1ECB>a - Vung Tàu",71,"Côn Ð<U+1EA3>o","VN.BV.CO",NA,"","Huy<U+1EC7>n","District","","Con Dao"
72,250,"VNM","Vietnam",8,"Bà R<U+1ECB>a - Vung Tàu",72,"Châu Ð<U+1EE9>c","VN.BV.CC",NA,"","Huy<U+1EC7>n","District","","Chau Duc"
73,250,"VNM","Vietnam",8,"Bà R<U+1ECB>a - Vung Tàu",73,"Long Ði<U+1EC1>n","VN.BV.LD",NA,"","Huy<U+1EC7>n","District","","Long Dien"
74,250,"VNM","Vietnam",8,"Bà R<U+1ECB>a - Vung Tàu",74,"Tân Thành","VN.BV.TT",NA,"","Huy<U+1EC7>n","District","","Tan Thanh"
75,250,"VNM","Vietnam",8,"Bà R<U+1ECB>a - Vung Tàu",75,"Vung Tàu","VN.BV.VT",NA,"","Huy<U+1EC7>n","District","","Vung Tau"
76,250,"VNM","Vietnam",8,"Bà R<U+1ECB>a - Vung Tàu",76,"Xuyên M<U+1ED9>c","VN.BV.XM",NA,"","Huy<U+1EC7>n","District","","Xuyen Moc"
77,250,"VNM","Vietnam",9,"Bình Ð<U+1ECB>nh",77,"An Lão","VN.BD.AL",NA,"","Huy<U+1EC7>n","District","","An Lao"
78,250,"VNM","Vietnam",9,"Bình Ð<U+1ECB>nh",78,"An Nhon","VN.BD.AN",NA,"","Huy<U+1EC7>n","District","","An Nhon"
79,250,"VNM","Vietnam",9,"Bình Ð<U+1ECB>nh",79,"Hoài Ân","VN.BD.HA",NA,"","Huy<U+1EC7>n","District","","Hoai an"
80,250,"VNM","Vietnam",9,"Bình Ð<U+1ECB>nh",80,"Hoài Nhon","VN.BD.HN",NA,"","Huy<U+1EC7>n","District","","Hoai Nhon"
81,250,"VNM","Vietnam",9,"Bình Ð<U+1ECB>nh",81,"Phù Cát","VN.BD.PC",NA,"","Huy<U+1EC7>n","District","","Phu Cat"
82,250,"VNM","Vietnam",9,"Bình Ð<U+1ECB>nh",82,"Phù M<U+1EF9>","VN.BD.PM",NA,"","Huy<U+1EC7>n","District","","Phu My"
83,250,"VNM","Vietnam",9,"Bình Ð<U+1ECB>nh",83,"Qui Nhon","VN.BD.QN",NA,"","Than Pho","City","","Quy Nhon |Qui Nhon"
84,250,"VNM","Vietnam",9,"Bình Ð<U+1ECB>nh",84,"Tây Son","VN.BD.TS",NA,"","Huy<U+1EC7>n","District","","Tay Son"
85,250,"VNM","Vietnam",9,"Bình Ð<U+1ECB>nh",85,"Tuy Phu<U+1EDB>c","VN.BD.TP",NA,"","Huy<U+1EC7>n","District","","Tuy Phuoc"
86,250,"VNM","Vietnam",9,"Bình Ð<U+1ECB>nh",86,"Vinh Th<U+1EA1>nh","VN.BD.VT",NA,"","Huy<U+1EC7>n","District","","Vinh Thanh"
87,250,"VNM","Vietnam",9,"Bình Ð<U+1ECB>nh",87,"Van Canh","VN.BD.VC",NA,"","Huy<U+1EC7>n","District","",""
88,250,"VNM","Vietnam",10,"Bình Duong",88,"B<U+1EBF>n Cát","VN.BI.BC",NA,"","Huy<U+1EC7>n","District","","Ben Cat"
89,250,"VNM","Vietnam",10,"Bình Duong",89,"Dau Tieng","VN.BI.DT",NA,"","Huy<U+1EC7>n","District","",""
90,250,"VNM","Vietnam",10,"Bình Duong",90,"Di An","VN.BI.DA",NA,"","Huy<U+1EC7>n","District","",""
91,250,"VNM","Vietnam",10,"Bình Duong",91,"Phú Giáo","VN.BI.PG",NA,"","Huy<U+1EC7>n","District","","Phu Giao"
92,250,"VNM","Vietnam",10,"Bình Duong",92,"Tân Uyên","VN.BI.TU",NA,"","Huy<U+1EC7>n","District","","Tan Uyen"
93,250,"VNM","Vietnam",10,"Bình Duong",93,"Th<U+1EE7> D<U+1EA7>u M<U+1ED9>t","VN.BI.TD",NA,"","Huy<U+1EC7>n","District","","Thu Dau Mot"
94,250,"VNM","Vietnam",10,"Bình Duong",94,"Thu<U+1EAD>n An","VN.BI.TA",NA,"","Huy<U+1EC7>n","District","","Thuan An"
95,250,"VNM","Vietnam",11,"Bình Phu<U+1EDB>c",95,"Ð<U+1ED3>ng Phù","VN.BP.DP",NA,"","Huy<U+1EC7>n","District","","Dong Phu"
96,250,"VNM","Vietnam",11,"Bình Phu<U+1EDB>c",96,"Bình Long","VN.BP.BL",NA,"","Huy<U+1EC7>n","District","","Binh Long"
97,250,"VNM","Vietnam",11,"Bình Phu<U+1EDB>c",97,"Bù Ðang","VN.BP.BD",NA,"","Huy<U+1EC7>n","District","","Bu Dang"
98,250,"VNM","Vietnam",11,"Bình Phu<U+1EDB>c",98,"Bu Dop","VN.BP.BP",NA,"","Huy<U+1EC7>n","District","",""
99,250,"VNM","Vietnam",11,"Bình Phu<U+1EDB>c",99,"Chon Thành","VN.BP.CT",NA,"","Huy<U+1EC7>n","District","","Chon Thanh"
100,250,"VNM","Vietnam",11,"Bình Phu<U+1EDB>c",100,"Dong Xoai","VN.BP.DX",NA,"","Thi xa","Township","",""
101,250,"VNM","Vietnam",11,"Bình Phu<U+1EDB>c",101,"L<U+1ED9>c Ninh","VN.BP.LN",NA,"","Huy<U+1EC7>n","District","","Loc Ninh"
102,250,"VNM","Vietnam",11,"Bình Phu<U+1EDB>c",102,"Phu<U+1EDB>c Long","VN.BP.PL",NA,"","Huy<U+1EC7>n","District","","Phuoc Long"
103,250,"VNM","Vietnam",12,"Bình Thu<U+1EAD>n",103,"Ð<U+1EE9>c Linh","VN.BU.DL",NA,"","Huy<U+1EC7>n","District","","Duc Linh"
104,250,"VNM","Vietnam",12,"Bình Thu<U+1EAD>n",104,"B<U+1EAF>c Bình","VN.BU.BB",NA,"","Huy<U+1EC7>n","District","","Bac Binh"
105,250,"VNM","Vietnam",12,"Bình Thu<U+1EAD>n",105,"Hàm Tân","VN.BU.HT",NA,"","Huy<U+1EC7>n","District","","Ham Tan"
106,250,"VNM","Vietnam",12,"Bình Thu<U+1EAD>n",106,"Hàm Thu<U+1EAD>n B<U+1EAF>c","VN.BU.HB",NA,"","Huy<U+1EC7>n","District","","Ham Thuan Bac"
107,250,"VNM","Vietnam",12,"Bình Thu<U+1EAD>n",107,"Hàm Thu<U+1EAD>n Nam","VN.BU.HN",NA,"","Huy<U+1EC7>n","District","","Ham Thuan Nam"
108,250,"VNM","Vietnam",12,"Bình Thu<U+1EAD>n",108,"La Gi","",NA,"","Huy<U+1EC7>n","District","",""
109,250,"VNM","Vietnam",12,"Bình Thu<U+1EAD>n",109,"Phan Thi<U+1EBF>t","VN.BU.PT",NA,"","Than Pho","City","","Phan Thiet"
110,250,"VNM","Vietnam",12,"Bình Thu<U+1EAD>n",110,"Phú Quý","VN.BU.PQ",NA,"","Huy<U+1EC7>n","Island","","Phu Qui|Phu Quy"
111,250,"VNM","Vietnam",12,"Bình Thu<U+1EAD>n",111,"Tanh Linh","VN.BU.TL",NA,"","Huy<U+1EC7>n","District","",""
112,250,"VNM","Vietnam",12,"Bình Thu<U+1EAD>n",112,"Tuy Phong","VN.BU.TP",NA,"","Huy<U+1EC7>n","District","",""
113,250,"VNM","Vietnam",13,"B<U+1EA1>c Liêu",113,"Ðông H<U+1EA3>i","VN.BL.DH",NA,"","Huy<U+1EC7>n","District","","Dong Hai"
114,250,"VNM","Vietnam",13,"B<U+1EA1>c Liêu",114,"B<U+1EA1>c Liêu","VN.BL.BL",NA,"","Thi xa","Township","","Bac Lieu"
115,250,"VNM","Vietnam",13,"B<U+1EA1>c Liêu",115,"Giá Rai","VN.BL.GR",NA,"","Huy<U+1EC7>n","District","","Gia Rai"
116,250,"VNM","Vietnam",13,"B<U+1EA1>c Liêu",116,"H<U+1ED3>ng Dân","VN.BL.HD",NA,"","Huy<U+1EC7>n","District","","Hong Dan"
117,250,"VNM","Vietnam",13,"B<U+1EA1>c Liêu",117,"Hòa Bình","",NA,"","Thi xa","Township","","Hoa Binh"
118,250,"VNM","Vietnam",13,"B<U+1EA1>c Liêu",118,"Phu<U+1EDB>c Long","VN.BL.PL",NA,"","Huy<U+1EC7>n","District","","Phuoc Long"
119,250,"VNM","Vietnam",13,"B<U+1EA1>c Liêu",119,"Vinh L<U+1EE3>i","VN.BL.VL",NA,"","Huy<U+1EC7>n","District","","Vinh Loi"
120,250,"VNM","Vietnam",14,"B<U+1EAF>c Giang",120,"B<U+1EAF>c Giang","VN.BG.BG",NA,"","Thi xa","Township","","Bac Giang"
121,250,"VNM","Vietnam",14,"B<U+1EAF>c Giang",121,"Hi<U+1EC7>p Hòa","VN.BG.HH",NA,"","Huy<U+1EC7>n","District","","Hiep Hoa"
122,250,"VNM","Vietnam",14,"B<U+1EAF>c Giang",122,"L<U+1EE5>c Nam","VN.BG.LM",NA,"","Huy<U+1EC7>n","District","","Luc Nam"
123,250,"VNM","Vietnam",14,"B<U+1EAF>c Giang",123,"L<U+1EE5>c Ng<U+1EA1>n","VN.BG.LN",NA,"","Huy<U+1EC7>n","District","","Luc Ngan"
124,250,"VNM","Vietnam",14,"B<U+1EAF>c Giang",124,"L<U+1EA1>ng Giang","VN.BG.LG",NA,"","Huy<U+1EC7>n","District","","Lang Giang"
125,250,"VNM","Vietnam",14,"B<U+1EAF>c Giang",125,"Son Ð<U+1ED9>ng","VN.BG.SD",NA,"","Huy<U+1EC7>n","District","","Son Dong"
126,250,"VNM","Vietnam",14,"B<U+1EAF>c Giang",126,"Tân Yên","VN.BG.TY",NA,"","Huy<U+1EC7>n","District","","Tan Yen"
127,250,"VNM","Vietnam",14,"B<U+1EAF>c Giang",127,"Vi<U+1EC7>t Yên","VN.BG.VY",NA,"","Huy<U+1EC7>n","District","","Viet Yen"
128,250,"VNM","Vietnam",14,"B<U+1EAF>c Giang",128,"Yên Dung","VN.BG.YD",NA,"","Huy<U+1EC7>n","District","","Yen Dung"
129,250,"VNM","Vietnam",14,"B<U+1EAF>c Giang",129,"Yên Th<U+1EBF>","VN.BG.YT",NA,"","Huy<U+1EC7>n","District","","Yen The"
130,250,"VNM","Vietnam",15,"B<U+1EAF>c K<U+1EA1>n",130,"Ba B<U+1EC3>","VN.BK.BB",NA,"","Huy<U+1EC7>n","District","","Ba Be"
131,250,"VNM","Vietnam",15,"B<U+1EAF>c K<U+1EA1>n",131,"Bac Kan","VN.BK.BK",NA,"","Thi xa","Township","","Bac Kan"
132,250,"VNM","Vietnam",15,"B<U+1EAF>c K<U+1EA1>n",132,"B<U+1EA1>ch Thông","VN.BK.BT",NA,"","Huy<U+1EC7>n","District","","Bach Thong"
133,250,"VNM","Vietnam",15,"B<U+1EAF>c K<U+1EA1>n",133,"Ch<U+1EE3> Ð<U+1ED3>n","VN.BK.CD",NA,"","Huy<U+1EC7>n","District","","Cho Don"
134,250,"VNM","Vietnam",15,"B<U+1EAF>c K<U+1EA1>n",134,"Ch<U+1EE3> M<U+1EDB>i","VN.BK.CM",NA,"","Huy<U+1EC7>n","District","","Cho Moi"
135,250,"VNM","Vietnam",15,"B<U+1EAF>c K<U+1EA1>n",135,"Na Ri","VN.BK.NR",NA,"","Huy<U+1EC7>n","District","",""
136,250,"VNM","Vietnam",15,"B<U+1EAF>c K<U+1EA1>n",136,"Ngân Son","VN.BK.NS",NA,"","Huy<U+1EC7>n","District","","Ngan Son"
137,250,"VNM","Vietnam",15,"B<U+1EAF>c K<U+1EA1>n",137,"Pác N<U+1EB7>m","VN.BK.PN",NA,"","Huy<U+1EC7>n","District","","Pac Nam"
138,250,"VNM","Vietnam",16,"B<U+1EAF>c Ninh",138,"B<U+1EAF>c Ninh","VN.BN.BN",NA,"","Thi xa","Township","","Bac Ninh"
139,250,"VNM","Vietnam",16,"B<U+1EAF>c Ninh",139,"Gia Bình","VN.BN.GB",NA,"","Huy<U+1EC7>n","District","","Gia Binh"
140,250,"VNM","Vietnam",16,"B<U+1EAF>c Ninh",140,"Luong Tài","VN.BN.LT",NA,"","Huy<U+1EC7>n","District","","Luong Tai"
141,250,"VNM","Vietnam",16,"B<U+1EAF>c Ninh",141,"Qu<U+1EBF> Võ","VN.BN.QV",NA,"","Huy<U+1EC7>n","District","","Que Vo"
142,250,"VNM","Vietnam",16,"B<U+1EAF>c Ninh",142,"T<U+1EEB> Son","VN.BN.TS",NA,"","Huy<U+1EC7>n","District","","Tu Son"
143,250,"VNM","Vietnam",16,"B<U+1EAF>c Ninh",143,"Thu<U+1EAD>n Thành","VN.BN.TT",NA,"","Huy<U+1EC7>n","District","","Thuan Thanh"
144,250,"VNM","Vietnam",16,"B<U+1EAF>c Ninh",144,"Tiên Du","VN.BN.TD",NA,"","Huy<U+1EC7>n","District","","Tien Du"
145,250,"VNM","Vietnam",16,"B<U+1EAF>c Ninh",145,"Yên Phong","VN.BN.YP",NA,"","Huy<U+1EC7>n","District","","Yen Phong"
146,250,"VNM","Vietnam",17,"B<U+1EBF>n Tre",146,"Ba Tri","VN.BR.BA",NA,"","Huy<U+1EC7>n","District","",""
147,250,"VNM","Vietnam",17,"B<U+1EBF>n Tre",147,"Bình Ð<U+1EA1>i","VN.BR.BD",NA,"","Huy<U+1EC7>n","District","","Binh Dai"
148,250,"VNM","Vietnam",17,"B<U+1EBF>n Tre",148,"B<U+1EBF>n Tre","VN.BR.BE",NA,"","Thi xa","Township","","Ben Tre"
149,250,"VNM","Vietnam",17,"B<U+1EBF>n Tre",149,"Châu Thành","VN.BR.CT",NA,"","Huy<U+1EC7>n","District","","Chau Thanh"
150,250,"VNM","Vietnam",17,"B<U+1EBF>n Tre",150,"Ch<U+1EE3> Lách","VN.BR.CL",NA,"","Huy<U+1EC7>n","District","","Cho Lach"
151,250,"VNM","Vietnam",17,"B<U+1EBF>n Tre",151,"Gi<U+1ED3>ng Trôm","VN.BR.GT",NA,"","Huy<U+1EC7>n","District","","Giong Trom"
152,250,"VNM","Vietnam",17,"B<U+1EBF>n Tre",152,"M<U+1ECF> Cày","VN.BR.MC",NA,"","Huy<U+1EC7>n","District","","Mo Cay"
153,250,"VNM","Vietnam",17,"B<U+1EBF>n Tre",153,"Th<U+1EA1>nh Phú","VN.BR.TP",NA,"","Huy<U+1EC7>n","District","","Thanh Phu"
154,250,"VNM","Vietnam",18,"Cà Mau",154,"Ð<U+1EA7>m Doi","VN.CM.DD",NA,"","Huy<U+1EC7>n","District","","Dam Doi"
155,250,"VNM","Vietnam",18,"Cà Mau",155,"Cà Mau","VN.CM.CM",NA,"","Than Pho","City","","Ca Mau"
156,250,"VNM","Vietnam",18,"Cà Mau",156,"Cái Nu<U+1EDB>c","VN.CM.CN",NA,"","Huy<U+1EC7>n","District","","Cai Nuoc"
157,250,"VNM","Vietnam",18,"Cà Mau",157,"Nam Can","VN.CM.NC",NA,"","Huy<U+1EC7>n","District","","Nam Can"
158,250,"VNM","Vietnam",18,"Cà Mau",158,"Ng<U+1ECD>c Hi<U+1EC3>n","VN.CM.NH",NA,"","Huy<U+1EC7>n","District","","Ngoc Hien"
159,250,"VNM","Vietnam",18,"Cà Mau",159,"Phú Tân","VN.CM.PT",NA,"","Huy<U+1EC7>n","District","","Phu Tan"
160,250,"VNM","Vietnam",18,"Cà Mau",160,"Th<U+1EDB>i Bình","VN.CM.TB",NA,"","Huy<U+1EC7>n","District","","Thoi Binh"
161,250,"VNM","Vietnam",18,"Cà Mau",161,"Tr<U+1EA7>n Van Th<U+1EDD>i","VN.CM.TV",NA,"","Huy<U+1EC7>n","District","","Tran Van Thoi"
162,250,"VNM","Vietnam",18,"Cà Mau",162,"U Minh","VN.CM.UM",NA,"","Huy<U+1EC7>n","District","","U Minh"
163,250,"VNM","Vietnam",19,"Cao B<U+1EB1>ng",163,"B<U+1EA3>o Lâm","VN.CB.BM",NA,"","Huy<U+1EC7>n","District","","Bao Lam"
